0seqname_firstname_last agstreet              city      state     zip       dollar              pick  date      0000000000000000000000000float00000000000000000000credt-card00000000000000000000000natural
0171Alex      Duncan    43Atace View          Zahkanija KS        73211     $10.98              BLUE  10/28/2043000000000000-792071727008.9728000000000000006376242523180090000000000000007778369284341760
0172Warren    Moore     39Vozfo Mill          Lufsormoh AK        07486     $6127.70            RED   03/25/1933000000000000-408211361995.1616000000000000005018501778673000000000000000003126510944780288
0173Cameron   Munoz     63Kepi Key            Tupaij    LA        21541     $8587.45            YELLOW10/13/191400000000000000061940682457.088000000000000000030053095956440000000000000003177415777976320
0174Dale      Leonard   40Peidi Pike          Juhisad   MS        54512     $4264.81            RED   11/25/19790000000000000536245149945.0368000000000000005018224976562814000000000000005411310137245696
0175Tony      Cannon    55Seta River          Efruzus   FL        86385     $1594.04            WHITE 04/25/19990000000000000391495791358.7712000000000000005610058281434182000000000000006555923531169792
0176Ethan     Rodgers   25Jagut River         Vobogin   IL        54398     $2976.79            GREEN 05/19/2003000000000000-583703803304.3456000000000000006334519861938135000000000000004921020592947200
0177Ina       Morton    62Roci Key            Hokupbip  IN        45784     $8219.44            WHITE 10/24/20510000000000000161932933437.8496000000000000000030002554753863000000000000004406801678204928
0178Willie    Bryant    27Mejahu Manor        Fizigu    TN        75041     $15.54              GREEN 11/22/19590000000000000005274488694.3744000000000000003528278566603972000000000000002679582782128128
0179Stella    Tate      38Henev Pass          Gulimzi   KY        68147     $4936.56            YELLOW10/23/198400000000000000-715446781214.72000000000000004903089575926822000000000000006255988885684224
0180Flora     Pena      43Varunu Highway      Modeonu   ND        37818     $6451.61            WHITE 09/01/204000000000000000724867840212.992000000000000003528475845349977000000000000007995136057278464
0181Mittie    Collier   44Joig Glen           Ugkuczu   NH        11144     $3502.27            WHITE 12/08/20260000000000000284936613815.9104000000000000004903568283237960000000000000007996584916680704
0182Shane     Rowe      38Kiglig Terrace      Gafpadig  CO        61197     $9086.61            WHITE 11/11/19770000000000000634906739107.4304000000000000005195705931875296000000000000007681700177903616
0183Tom       Reed      56Zede Key            Newitdeg  VA        20048     $7362.70            WHITE 09/06/19700000000000000576823813891.6864000000000000006267496555054944000000000000008190460860301312
0184Katherine Dunn      34Pupjom Grove        Etimecaj  ME        28538     $1478.52            RED   09/26/1907000000000000-582272538587.9552000000000000006334568463592246000000000000002355097447170048
0185Victoria  Hoffman   43Buztip Avenue       Julored   NC        69263     $9459.84            BLUE  04/14/1925000000000000-410926346298.9824000000000000004222240347350841000000000000002186203428290560
0186Scott     McCarthy  29Tezseb Trail        Wuvwihwuz DE        14930     $6619.91            WHITE 03/01/2044000000000000-706692211382.6816000000000000005610678460719341000000000000008392171560370176
0187Ora       Stevenson 44Donomo Heights      Gezezwef  LA        79302     $6598.91            WHITE 11/07/19350000000000000-99541843129.1392000000000000000345791336313679000000000000006052658544640000
0188Ada       Shaw      33Kijki Mill          Pertovig  DE        88576     $3898.33            RED   03/22/1913000000000000-670174966238.4128000000000000004026263190260634000000000000000105746268160000
0189Carrie    Patton    40Kowral Drive        Serawtic  WI        70632     $1000.11            YELLOW04/02/19910000000000000509027430904.6272000000000000000036181310170671000000000000003399632891674624
0190Donald    Patton    34Hozco Point         Dacvezgiz MD        50089     $7922.94            GREEN 12/20/2019000000000000-687556115877.0688000000000000000036723547078670000000000000003086140672311296
0191Ryan      Bridges   18Pukad Plaza         Norfamom  GA        40249     $5084.29            YELLOW12/24/20690000000000000721997221645.5168000000000000006011845849294881000000000000006443418311983104
0192Sylvia    Ross      58Taref Court         Laripeda  NH        59822     $5907.48            GREEN 09/24/198600000000000000886921427419.136000000000000000201495172650581000000000000005900242304106496
0193Tyler     Ford      18Damih Point         Gapivkeb  AZ        41920     $4694.17            GREEN 02/07/2061000000000000-442902569916.8256000000000000000347752782011603000000000000007033506494414848
0194Lelia     Henry     27Oras Turnpike       Ilijawogu MO        37685     $3013.06            BLUE  09/06/19960000000000000758133366875.7504000000000000006373853947601736000000000000004973211703836672
0195Mattie    Page      36Avihe Park          Copuzwus  IN        01590     $9106.16            BLUE  10/09/20130000000000000137517532918.5792000000000000006304865321914810000000000000008697999450439680
0196Adeline   Morton    65Elgid Boulevard     Wojidhon  DE        84923     $5502.81            RED   04/01/19300000000000000898752494488.7808000000000000005610394046809099000000000000004952413127573504
0197Viola     Alvarado  55Lubni Center        Ercapzas  LA        65072     $2022.21            BLUE  12/05/2014000000000000-167995925698.9696000000000000006283454592536795000000000000001859706161201152
0198Troy      Rios      21Ivaol View          Pogiful   AR        82292     $529.40             YELLOW07/10/1992000000000000-496173600420.6592000000000000006334852699753248000000000000006295230106042368
0199May       Boone     31Wuhvef Glen         Defgicu   NV        81229     $3167.12            RED   06/18/197300000000000000883586989293.568000000000000005126804802721848000000000000003824710787792896
0200Tommy     Glover    53Kuse Court          Bitgisvo  WY        14687     $8293.98            RED   05/12/19540000000000000700772354778.7264000000000000000344379504913313000000000000007537277578248192
0201Dean      Fleming   40Vutu Place          Buigodeh  FL        18649     $2240.85            WHITE 09/22/20570000000000000-113451041030.144000000000000000201478641863894000000000000002664395620483072
0202Clayton   Steele    57Nojsi Court         Geppupoj  UT        33545     $9283.83            YELLOW04/01/2024000000000000-799259967986.0736000000000000004903774856792205000000000000005114913015988224
0203David     Obrien    22Saku Highway        Nuabbe    GA        97878     $4539.78            WHITE 01/15/20200000000000000654254006494.8224000000000000006011999954997109000000000000006158955856265216
0204Rose      Jennings  21Koab Drive          Esoutuosa AZ        86922     $787.52             RED   04/19/20450000000000000-257766054690.816000000000000005018581373385960000000000000001647029541404672
0205Harriet   Guzman    47Bekhe Loop          Oghiwer   NE        38175     $2050.36            GREEN 08/14/20410000000000000175806268361.9328000000000000000036714447741830000000000000003682728385970176
0206Rodney    Miles     39Hawgin Place        Uveiviuse KY        65302     $7616.80            YELLOW03/18/2051000000000000-845153882970.5216000000000000006286113924527420000000000000001716011818549248
0207Eunice    Blair     22Jovu Loop           Comeliv   VA        40376     $3489.33            GREEN 12/22/19680000000000000796891088001.4336000000000000000036831238210146000000000000001095932024193024
0208Raymond   Gibbs     49Ojitil Extension    Nahisfev  IN        28825     $5448.38            WHITE 05/21/1911000000000000-681398856633.5488000000000000000201464219886285000000000000006821580860555264
0209Adeline   Jordan    62Irzan Road          Ovkukwu   CA        46527     $8696.05            GREEN 07/20/19320000000000000243723995919.1552000000000000000345507873799223000000000000008256063356796928
0210Winifred  Gonzales  22Atuoju Avenue       Cetabfip  MO        12731     $89.48              WHITE 08/12/20030000000000000799539416845.5168000000000000006304887891620486000000000000004692526487306240
0211Lydia     Owen      54Pace River          Fuelgeb   CO        37567     $5845.28            WHITE 08/31/1915000000000000-689917824440.7296000000000000003528580658478803000000000000004735966849794048
0212Irene     Austin    44Deso Square         Guwratdal MN        39656     $4449.54            YELLOW10/09/204100000000000000177302914727.936000000000000005467327857084505000000000000001992024442011648
0213Mayme     Knight    56Etco Plaza          Fucnorduv AL        58853     $1716.28            YELLOW06/10/19970000000000000218609752630.8864000000000000004026463754169888000000000000000548106085072896
0214Owen      Santiago  23Lada Manor          Tubzelu   DE        89482     $6246.59            RED   02/06/2064000000000000-114708537828.9664000000000000005018054904040728000000000000006781068061442048
0215Chad      Weaver    48Epaow Street        Mivvibami FL        48180     $5435.79            BLUE  03/30/19030000000000000693756438039.7568000000000000005455725371389413000000000000003031271934525440
0216Clifford  Blair     42Duoli Square        Hofwopjaw VT        43661     $5603.23            GREEN 02/23/20380000000000000744902036868.3008000000000000006374723826233662000000000000004281496460328960
0217Grace     Houston   22Jarene View         Ewresej   WY        22440     $5233.33            WHITE 05/28/2049000000000000-154378167753.1136000000000000000201412123649521000000000000006328244401864704
0218Eva       Anderson  52Eceze Center        Zuculce   NJ        36767     $2876.56            YELLOW09/18/20580000000000000039683311743.7952000000000000004026636661679541000000000000000683867933507584
0219Alfred    Burke     28Zemok View          Gimodman  GA        85443     $8537.22            YELLOW01/28/1913000000000000-743508967581.2864000000000000000343084284260122000000000000004188893607886848
0220Maude     Fields    39Zosak Center        Onbacu    NY        85540     $4952.58            RED   08/09/200500000000000000775396163321.856000000000000005018127671058519000000000000005008795484815360
0221Phillip   Garrett   57Binnog Pass         Vojikido  SC        76003     $7311.23            RED   10/05/2061000000000000000647563711610.88000000000000000030082447052111000000000000004917705635266560
